listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,recycler_id,business_name,main_speciality,waste_types_accepted,capacity_kg_per_day,current_load_kg,country_recycler,city_recycler,gps_lat,gps_lng,certification_level,processing_efficiency,city_match,country_match,waste_category_match,estimated_distance,ai_explanation,net_climate_impact
212,106,Kenya,Kisumu,Organic,Market Waste,214.43,High,25.0,16,Unmatched,52.03,In Progress,5.45,2025-11-29 16:08:46,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,1,1,1,5,Recycler is in the same city; Recycler specializes in this waste category,93.33
212,106,Kenya,Kisumu,Organic,Market Waste,214.43,High,25.0,16,Unmatched,52.03,In Progress,5.45,2025-11-29 16:08:46,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,1,1,1,5,Recycler is in the same city; Recycler specializes in this waste category,180.2
213,107,Nigeria,Kano,Organic,Livestock Manure,63.62,Low,18.000000000000004,51,Unmatched,43.72,Open,6.3,2025-10-27 16:38:37,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,51,Diaz-Green,Others,"['PET Bottles', 'Food Scraps', 'Construction debris']",4067,2615,Nigeria,Ibadan,7.357514,3.899428,None,0.83,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-0.2
213,107,Nigeria,Kano,Organic,Livestock Manure,63.62,Low,18.000000000000004,51,Unmatched,43.72,Open,6.3,2025-10-27 16:38:37,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,51,Diaz-Green,Others,"['PET Bottles', 'Food Scraps', 'Construction debris']",4067,2615,Nigeria,Ibadan,7.357514,3.899428,None,0.83,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-3.67
214,107,Nigeria,Kano,Organic,Market Waste,57.93,Medium,8.0,19,Matched,28.09,Closed,5.79,2026-02-09 02:27:00,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,0,0,100,,-0.2
214,107,Nigeria,Kano,Organic,Market Waste,57.93,Medium,8.0,19,Matched,28.09,Closed,5.79,2026-02-09 02:27:00,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,19,Cooper-Jenkins,Others,"['Construction debris', 'Wastewater', 'PET Bottles']",2650,1664,Kenya,Eldoret,0.486833,35.282474,None,0.92,0,0,0,100,,-3.67
215,108,Nigeria,Lagos,Others,Miscellaneous,189.5,Medium,8.0,38,Matched,25.1,In Progress,6.95,2025-11-22 10:01:54,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,38,"Brown, Wise and Warren",Solid,"['E-waste', 'PET Bottles', 'Textiles']",3074,1446,Kenya,Eldoret,0.554054,35.288108,Basic,0.78,0,0,0,100,,0.39
215,108,Nigeria,Lagos,Others,Miscellaneous,189.5,Medium,8.0,38,Matched,25.1,In Progress,6.95,2025-11-22 10:01:54,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,38,"Brown, Wise and Warren",Solid,"['E-waste', 'PET Bottles', 'Textiles']",3074,1446,Kenya,Eldoret,0.554054,35.288108,Basic,0.78,0,0,0,100,,-4.97
216,108,Nigeria,Lagos,Organic,Market Waste,51.87,Low,18.000000000000004,40,Unmatched,35.98,Open,5.67,2025-09-29 20:07:45,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,40,Miller Group,Others,"['E-waste', 'Construction debris', 'Textiles']",1232,1791,Nigeria,Port Harcourt,4.800072,7.037941,Basic,0.8,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,0.39
216,108,Nigeria,Lagos,Organic,Market Waste,51.87,Low,18.000000000000004,40,Unmatched,35.98,Open,5.67,2025-09-29 20:07:45,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,40,Miller Group,Others,"['E-waste', 'Construction debris', 'Textiles']",1232,1791,Nigeria,Port Harcourt,4.800072,7.037941,Basic,0.8,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-4.97
217,109,Nigeria,Abuja,Liquid,Septage/Sewage,342.07,Medium,8.0,59,Matched,61.95,Open,5.48,2026-02-15 19:32:10,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,59,"Price, Gray and Baker",Solid,"['E-waste', 'Textiles', 'Wastewater']",2225,2,Kenya,Mombasa,-4.051639,39.637572,None,0.75,0,0,0,100,,-12.06
217,109,Nigeria,Abuja,Liquid,Septage/Sewage,342.07,Medium,8.0,59,Matched,61.95,Open,5.48,2026-02-15 19:32:10,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,59,"Price, Gray and Baker",Solid,"['E-waste', 'Textiles', 'Wastewater']",2225,2,Kenya,Mombasa,-4.051639,39.637572,None,0.75,0,0,0,100,,13.72
218,109,Nigeria,Abuja,Organic,Livestock Manure,367.06,Low,18.000000000000004,56,Matched,322.64,In Progress,6.72,2026-03-01 10:17:26,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-12.06
218,109,Nigeria,Abuja,Organic,Livestock Manure,367.06,Low,18.000000000000004,56,Matched,322.64,In Progress,6.72,2026-03-01 10:17:26,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,13.72
219,110,Nigeria,Port Harcourt,Organic,Food Scraps,136.45,Low,12.000000000000002,20,Unmatched,53.32,Open,6.45,2025-10-17 06:48:06,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,20,Dillon-Mccarty,Liquid,"['E-waste', 'Construction debris', 'PET Bottles']",1543,1963,Kenya,Kisumu,-0.063639,34.720723,Advanced,0.98,0,0,0,100,Low contamination risk; Low toxicity,-27.84
219,110,Nigeria,Port Harcourt,Organic,Food Scraps,136.45,Low,12.000000000000002,20,Unmatched,53.32,Open,6.45,2025-10-17 06:48:06,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,20,Dillon-Mccarty,Liquid,"['E-waste', 'Construction debris', 'PET Bottles']",1543,1963,Kenya,Kisumu,-0.063639,34.720723,Advanced,0.98,0,0,0,100,Low contamination risk; Low toxicity,-4.82
220,110,Nigeria,Port Harcourt,Liquid,Industrial Effluent,483.41,Low,18.000000000000004,5,Unmatched,183.35,Closed,6.4,2025-11-06 10:21:46,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,5,Haynes-Watson,Others,"['E-waste', 'Textiles', 'Food Scraps']",3962,2820,Nigeria,Kano,11.987329,8.567534,Advanced,0.88,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-27.84
220,110,Nigeria,Port Harcourt,Liquid,Industrial Effluent,483.41,Low,18.000000000000004,5,Unmatched,183.35,Closed,6.4,2025-11-06 10:21:46,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,5,Haynes-Watson,Others,"['E-waste', 'Textiles', 'Food Scraps']",3962,2820,Nigeria,Kano,11.987329,8.567534,Advanced,0.88,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-4.82
221,111,Kenya,Eldoret,Liquid,Used Cooking Oil,443.54,High,0.0,39,Unmatched,132.34,Open,4.64,2025-10-19 05:57:11,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,39,Garcia PLC,Organic,"['Construction debris', 'Textiles', 'PET Bottles']",1029,1852,Nigeria,Abuja,9.064423,7.436347,Advanced,0.93,0,0,0,100,,-52.5
221,111,Kenya,Eldoret,Liquid,Used Cooking Oil,443.54,High,0.0,39,Unmatched,132.34,Open,4.64,2025-10-19 05:57:11,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,39,Garcia PLC,Organic,"['Construction debris', 'Textiles', 'PET Bottles']",1029,1852,Nigeria,Abuja,9.064423,7.436347,Advanced,0.93,0,0,0,100,,-42.32
222,111,Kenya,Eldoret,Organic,Market Waste,472.53,High,0.0,13,Unmatched,246.86,In Progress,6.31,2026-03-09 15:08:54,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,13,"Holmes, Le and Floyd",Liquid,"['E-waste', 'Textiles', 'Construction debris']",1048,266,Nigeria,Port Harcourt,4.776187,7.04721,None,0.78,0,0,0,100,,-52.5
222,111,Kenya,Eldoret,Organic,Market Waste,472.53,High,0.0,13,Unmatched,246.86,In Progress,6.31,2026-03-09 15:08:54,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,13,"Holmes, Le and Floyd",Liquid,"['E-waste', 'Textiles', 'Construction debris']",1048,266,Nigeria,Port Harcourt,4.776187,7.04721,None,0.78,0,0,0,100,,-42.32
223,112,Nigeria,Kano,Organic,Market Waste,69.9,Low,18.000000000000004,30,Matched,32.88,In Progress,6.96,2026-02-06 01:30:46,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,30,Page-Jacobs,Liquid,"['Food Scraps', 'PET Bottles', 'Textiles']",1506,1480,Nigeria,Port Harcourt,4.776362,7.043561,None,0.71,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-2.8
223,112,Nigeria,Kano,Organic,Market Waste,69.9,Low,18.000000000000004,30,Matched,32.88,In Progress,6.96,2026-02-06 01:30:46,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,30,Page-Jacobs,Liquid,"['Food Scraps', 'PET Bottles', 'Textiles']",1506,1480,Nigeria,Port Harcourt,4.776362,7.043561,None,0.71,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-5.51
224,112,Nigeria,Kano,Organic,Agricultural Residue,111.09,Low,18.000000000000004,14,Matched,73.75,Open,6.75,2025-10-21 21:32:34,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,14,King-Garrison,Solid,"['Food Scraps', 'Construction debris', 'PET Bottles']",1207,2336,Nigeria,Ibadan,7.367695,3.988967,None,0.89,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-2.8
224,112,Nigeria,Kano,Organic,Agricultural Residue,111.09,Low,18.000000000000004,14,Matched,73.75,Open,6.75,2025-10-21 21:32:34,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,14,King-Garrison,Solid,"['Food Scraps', 'Construction debris', 'PET Bottles']",1207,2336,Nigeria,Ibadan,7.367695,3.988967,None,0.89,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-5.51
225,113,Kenya,Eldoret,Liquid,Septage/Sewage,335.69,High,6.0,16,Unmatched,75.74,Open,7.22,2026-02-04 20:37:56,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,0,20,Recycler is in the same country,241.94
225,113,Kenya,Eldoret,Liquid,Septage/Sewage,335.69,High,6.0,16,Unmatched,75.74,Open,7.22,2026-02-04 20:37:56,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,0,20,Recycler is in the same country,-32.52
226,113,Kenya,Eldoret,Organic,Market Waste,196.53,Medium,8.0,37,Matched,37.1,In Progress,6.91,2025-11-07 06:00:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,37,Brown Group,Liquid,"['Food Scraps', 'E-waste', 'Textiles']",4122,2484,Nigeria,Ibadan,7.406521,3.949434,None,0.81,0,0,0,100,,241.94
226,113,Kenya,Eldoret,Organic,Market Waste,196.53,Medium,8.0,37,Matched,37.1,In Progress,6.91,2025-11-07 06:00:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,37,Brown Group,Liquid,"['Food Scraps', 'E-waste', 'Textiles']",4122,2484,Nigeria,Ibadan,7.406521,3.949434,None,0.81,0,0,0,100,,-32.52
227,114,Kenya,Nairobi,Solid,Textiles/Used Clothing,427.52,Medium,14.0,47,Matched,472.75,In Progress,7.43,2025-11-22 22:49:12,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,47,"Ryan, Garza and Bryant",Liquid,"['Textiles', 'Wastewater', 'E-waste']",2513,1863,Kenya,Mombasa,-4.069284,39.679103,None,0.91,0,1,0,20,Recycler is in the same country,23.3
227,114,Kenya,Nairobi,Solid,Textiles/Used Clothing,427.52,Medium,14.0,47,Matched,472.75,In Progress,7.43,2025-11-22 22:49:12,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,47,"Ryan, Garza and Bryant",Liquid,"['Textiles', 'Wastewater', 'E-waste']",2513,1863,Kenya,Mombasa,-4.069284,39.679103,None,0.91,0,1,0,20,Recycler is in the same country,36.76
228,114,Kenya,Nairobi,Liquid,Industrial Effluent,437.84,Low,22.5,56,Unmatched,45.55,In Progress,7.53,2025-10-18 14:14:47,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,23.3
228,114,Kenya,Nairobi,Liquid,Industrial Effluent,437.84,Low,22.5,56,Unmatched,45.55,In Progress,7.53,2025-10-18 14:14:47,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,36.76
229,115,Nigeria,Ibadan,Organic,Agricultural Residue,383.53,High,14.5,54,Matched,341.51,Closed,5.35,2025-11-04 00:01:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,1,1,0,5,Recycler is in the same city,-44.35
229,115,Nigeria,Ibadan,Organic,Agricultural Residue,383.53,High,14.5,54,Matched,341.51,Closed,5.35,2025-11-04 00:01:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,1,1,0,5,Recycler is in the same city,-21.37
230,115,Nigeria,Ibadan,Organic,Agricultural Residue,499.3,Medium,8.0,10,Unmatched,232.15,Closed,5.63,2025-10-19 12:57:40,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,10,Gonzalez-Marsh,Solid,"['Food Scraps', 'PET Bottles', 'E-waste']",4483,1020,Kenya,Kisumu,-0.08159,34.760629,None,0.81,0,0,0,100,,-44.35
230,115,Nigeria,Ibadan,Organic,Agricultural Residue,499.3,Medium,8.0,10,Unmatched,232.15,Closed,5.63,2025-10-19 12:57:40,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,10,Gonzalez-Marsh,Solid,"['Food Scraps', 'PET Bottles', 'E-waste']",4483,1020,Kenya,Kisumu,-0.08159,34.760629,None,0.81,0,0,0,100,,-21.37
231,116,Nigeria,Lagos,Liquid,Industrial Effluent,268.8,Low,12.000000000000002,9,Matched,58.1,Closed,3.27,2025-10-09 12:25:33,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,9,Brock-Peters,Organic,"['Construction debris', 'Textiles', 'E-waste']",1924,1850,Nigeria,Port Harcourt,4.830924,7.004715,Basic,0.95,0,1,0,20,Recycler is in the same country; Low contamination risk,-26.65
231,116,Nigeria,Lagos,Liquid,Industrial Effluent,268.8,Low,12.000000000000002,9,Matched,58.1,Closed,3.27,2025-10-09 12:25:33,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,9,Brock-Peters,Organic,"['Construction debris', 'Textiles', 'E-waste']",1924,1850,Nigeria,Port Harcourt,4.830924,7.004715,Basic,0.95,0,1,0,20,Recycler is in the same country; Low contamination risk,-40.28
232,116,Nigeria,Lagos,Liquid,Used Cooking Oil,217.14,Medium,8.0,52,Unmatched,32.96,Open,7.11,2025-12-15 17:50:07,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,0,0,0,100,,-26.65
232,116,Nigeria,Lagos,Liquid,Used Cooking Oil,217.14,Medium,8.0,52,Unmatched,32.96,Open,7.11,2025-12-15 17:50:07,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,0,0,0,100,,-40.28
233,117,Kenya,Nairobi,Organic,Agricultural Residue,353.83,Low,12.000000000000002,26,Unmatched,297.9,In Progress,6.23,2026-02-05 09:32:46,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,26,Davidson LLC,Liquid,"['PET Bottles', 'E-waste', 'Construction debris']",1460,2967,Nigeria,Abuja,9.095189,7.384723,Advanced,0.95,0,0,0,100,Low contamination risk; Low toxicity,-21.91
233,117,Kenya,Nairobi,Organic,Agricultural Residue,353.83,Low,12.000000000000002,26,Unmatched,297.9,In Progress,6.23,2026-02-05 09:32:46,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,26,Davidson LLC,Liquid,"['PET Bottles', 'E-waste', 'Construction debris']",1460,2967,Nigeria,Abuja,9.095189,7.384723,Advanced,0.95,0,0,0,100,Low contamination risk; Low toxicity,-26.36
234,117,Kenya,Nairobi,Organic,Food Scraps,424.3,Medium,14.0,7,Unmatched,175.58,In Progress,5.99,2026-02-19 10:02:54,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,7,Krause Ltd,Others,"['Food Scraps', 'Wastewater', 'Textiles']",4196,887,Kenya,Nakuru,-0.315114,36.063763,Advanced,0.82,0,1,0,20,Recycler is in the same country,-21.91
234,117,Kenya,Nairobi,Organic,Food Scraps,424.3,Medium,14.0,7,Unmatched,175.58,In Progress,5.99,2026-02-19 10:02:54,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,7,Krause Ltd,Others,"['Food Scraps', 'Wastewater', 'Textiles']",4196,887,Kenya,Nakuru,-0.315114,36.063763,Advanced,0.82,0,1,0,20,Recycler is in the same country,-26.36
235,118,Nigeria,Abuja,Liquid,Used Cooking Oil,142.46,Low,12.000000000000002,42,Unmatched,12.93,In Progress,9.93,2026-02-23 11:56:37,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,0,100,Low contamination risk; Low toxicity,-10.1
235,118,Nigeria,Abuja,Liquid,Used Cooking Oil,142.46,Low,12.000000000000002,42,Unmatched,12.93,In Progress,9.93,2026-02-23 11:56:37,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,0,100,Low contamination risk; Low toxicity,-31.02
236,118,Nigeria,Abuja,Organic,Agricultural Residue,348.6,High,0.0,44,Unmatched,296.51,Open,5.43,2025-10-15 22:45:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,44,Dalton-Nguyen,Solid,"['PET Bottles', 'Food Scraps', 'Construction debris']",1131,275,Kenya,Kisumu,-0.086908,34.812158,None,0.78,0,0,0,100,,-10.1
236,118,Nigeria,Abuja,Organic,Agricultural Residue,348.6,High,0.0,44,Unmatched,296.51,Open,5.43,2025-10-15 22:45:48,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,44,Dalton-Nguyen,Solid,"['PET Bottles', 'Food Scraps', 'Construction debris']",1131,275,Kenya,Kisumu,-0.086908,34.812158,None,0.78,0,0,0,100,,-31.02
237,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,373.99,High,0.0,32,Matched,376.58,Open,7.29,2025-10-09 08:22:22,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,32,Adkins-Meyer,Liquid,"['E-waste', 'PET Bottles', 'Textiles']",2305,2532,Kenya,Kisumu,-0.044018,34.789913,Advanced,0.87,0,0,0,100,,-22.6
237,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,373.99,High,0.0,32,Matched,376.58,Open,7.29,2025-10-09 08:22:22,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,32,Adkins-Meyer,Liquid,"['E-waste', 'PET Bottles', 'Textiles']",2305,2532,Kenya,Kisumu,-0.044018,34.789913,Advanced,0.87,0,0,0,100,,16.92
238,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,272.41,High,6.0,25,Matched,155.61,Closed,7.08,2025-09-27 21:44:40,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,1,0,20,Recycler is in the same country,-22.6
238,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,272.41,High,6.0,25,Matched,155.61,Closed,7.08,2025-09-27 21:44:40,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,25,Welch-Thomas,Others,"['Wastewater', 'Construction debris', 'E-waste']",2042,2511,Nigeria,Kano,11.971364,8.575456,None,0.93,0,1,0,20,Recycler is in the same country,16.92
239,120,Kenya,Kisumu,Organic,Livestock Manure,402.36,Low,12.000000000000002,21,Unmatched,103.27,In Progress,6.05,2026-02-21 16:25:41,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,Low contamination risk; Low toxicity,7.93
239,120,Kenya,Kisumu,Organic,Livestock Manure,402.36,Low,12.000000000000002,21,Unmatched,103.27,In Progress,6.05,2026-02-21 16:25:41,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,0,0,100,Low contamination risk; Low toxicity,7.84
240,120,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,249.34,Low,26.5,24,Unmatched,129.02,Open,7.34,2025-12-27 06:53:29,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,24,"Griffin, Miller and Austin",Liquid,"['Textiles', 'Construction debris', 'PET Bottles']",3064,1327,Kenya,Kisumu,-0.07879,34.811372,None,0.86,1,1,0,5,Recycler is in the same city; Low contamination risk; Low toxicity,7.93
240,120,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,249.34,Low,26.5,24,Unmatched,129.02,Open,7.34,2025-12-27 06:53:29,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,24,"Griffin, Miller and Austin",Liquid,"['Textiles', 'Construction debris', 'PET Bottles']",3064,1327,Kenya,Kisumu,-0.07879,34.811372,None,0.86,1,1,0,5,Recycler is in the same city; Low contamination risk; Low toxicity,7.84
241,121,Nigeria,Lagos,Organic,Market Waste,381.94,Low,12.000000000000002,10,Unmatched,186.05,Closed,5.96,2026-02-18 07:31:57,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,10,Gonzalez-Marsh,Solid,"['Food Scraps', 'PET Bottles', 'E-waste']",4483,1020,Kenya,Kisumu,-0.08159,34.760629,None,0.81,0,0,0,100,Low contamination risk; Low toxicity,-7.21
241,121,Nigeria,Lagos,Organic,Market Waste,381.94,Low,12.000000000000002,10,Unmatched,186.05,Closed,5.96,2026-02-18 07:31:57,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,10,Gonzalez-Marsh,Solid,"['Food Scraps', 'PET Bottles', 'E-waste']",4483,1020,Kenya,Kisumu,-0.08159,34.760629,None,0.81,0,0,0,100,Low contamination risk; Low toxicity,1.93
242,121,Nigeria,Lagos,Liquid,Septage/Sewage,47.49,High,6.0,4,Unmatched,15.91,In Progress,10.09,2025-12-16 23:51:33,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,-7.21
242,121,Nigeria,Lagos,Liquid,Septage/Sewage,47.49,High,6.0,4,Unmatched,15.91,In Progress,10.09,2025-12-16 23:51:33,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,1.93
